T (C)	Fraction solid (wt)-TOTAL	Fraction liquid (wt)-LIQUID	Density (g/(cm)^3)-TOTAL	Volume change (%)-  	Average expansion coeff. (10e-6 1/K)-  	Thermal conductivity (W/(m*K))-TOTAL	Electrical conductivity (10e6 1/(Ohm*m))-TOTAL	Young's modulus (GPa)-TOTAL	Poisson's ratio-TOTAL	Enthalpy (J/g)-TOTAL	Specific heat (J/(g K))-TOTAL	Latent heat (J/g)-TOTAL
195.0	0.07128	0.92872	8.36435	-2.18143	74.36099	24.91974	2.17266	2.32959E-4	0.49509	80.354	0.6694	1.868
190.0	0.11938	0.88062	8.37453	-2.29998	74.07309	25.39792	2.23826	0.00187449	0.49175	77.365	0.5978	3.142
185.0	0.16089	0.83911	8.38374	-2.4077	74.00685	25.81665	2.29999	0.00631864	0.48884	74.668	0.5394	4.252
183.0	0.17591	0.82409	8.38721	-2.44816	74.03806	25.96929	2.32374	0.00909945	0.48778	73.659	 	4.657
183.0	1.0	0.0	8.58007	-4.64072	24.95655	44.4865	3.98066	26.99459	0.38759	40.099	 	40.888
175.0	1.0	0.0	8.58544	-4.70028	24.88297	44.64909	4.06652	27.57768	0.38759	38.515	3.6153	 
170.0	1.0	0.0	8.58878	-4.73734	24.83715	44.75223	4.1219	27.93771	0.38758	37.529	0.1972	 
165.0	1.0	0.0	8.59211	-4.77425	24.79147	44.85658	4.17866	28.29432	0.38758	36.544	0.197	 
160.0	1.0	0.0	8.59543	-4.81104	24.74593	44.96219	4.23685	28.64752	0.38758	35.563	0.1962	 
155.0	1.0	0.0	8.59874	-4.84769	24.70053	45.0691	4.29652	28.99731	0.38758	34.584	0.1958	 
150.0	1.0	0.0	8.60204	-4.88421	24.65526	45.17736	4.35773	29.34371	0.38758	33.607	0.1954	 
145.0	1.0	0.0	8.60533	-4.9206	24.61013	45.28702	4.42054	29.6867	0.38758	32.633	0.1948	 
140.0	1.0	0.0	8.60861	-4.95685	24.56514	45.39812	4.48502	30.0263	0.38758	31.662	0.1942	 
135.0	1.0	0.0	8.61189	-4.99297	24.52028	45.51073	4.55122	30.36251	0.38758	30.693	0.1938	 
130.0	1.0	0.0	8.61515	-5.02896	24.47556	45.6249	4.61923	30.69532	0.38758	29.727	0.1932	 
125.0	1.0	0.0	8.6184	-5.06482	24.43098	45.74068	4.6891	31.02475	0.38758	28.763	0.1928	 
120.0	1.0	0.0	8.62165	-5.10055	24.38653	45.85814	4.76093	31.35079	0.38757	27.802	0.1922	 
115.0	1.0	0.0	8.62488	-5.13616	24.34223	45.97735	4.8348	31.67346	0.38757	26.844	0.1916	 
110.0	1.0	0.0	8.62811	-5.17163	24.29805	46.09838	4.91078	31.99273	0.38757	25.889	0.191	 
105.0	1.0	0.0	8.63133	-5.20697	24.25402	46.22129	4.98898	32.30863	0.38757	24.936	0.1906	 
100.0	1.0	0.0	8.63454	-5.24219	24.21012	46.34616	5.06949	32.62116	0.38757	23.985	0.1902	 
95.0	1.0	0.0	8.63773	-5.27728	24.16637	46.47308	5.15241	32.9303	0.38757	23.037	0.1896	 
90.0	1.0	0.0	8.64092	-5.31225	24.12274	46.60213	5.23786	33.23608	0.38757	22.092	0.189	 
85.0	1.0	0.0	8.6441	-5.34709	24.07926	46.73339	5.32594	33.53847	0.38757	21.15	0.1884	 
80.0	1.0	0.0	8.64728	-5.3818	24.03591	46.86696	5.41678	33.8375	0.38757	20.21	0.188	 
75.0	1.0	0.0	8.65044	-5.41639	23.9927	47.00295	5.51052	34.13316	0.38757	19.273	0.1874	 
70.0	1.0	0.0	8.65359	-5.45086	23.94962	47.14145	5.60729	34.42545	0.38757	18.338	0.187	 
65.0	1.0	0.0	8.65674	-5.4852	23.90668	47.28258	5.70723	34.71437	0.38756	17.406	0.1864	 
60.0	1.0	0.0	8.65987	-5.51942	23.86388	47.42645	5.81052	34.99992	0.38756	16.476	0.186	 
55.0	1.0	0.0	8.663	-5.55352	23.82122	47.5732	5.9173	35.2821	0.38756	15.549	0.1854	 
50.0	1.0	0.0	8.66611	-5.58749	23.77869	47.72295	6.02778	35.56092	0.38756	14.625	0.1848	 
45.0	1.0	0.0	8.66922	-5.62135	23.7363	47.87585	6.14212	35.83638	0.38756	13.703	0.1844	 
40.0	1.0	0.0	8.67232	-5.65508	23.69405	48.03205	6.26055	36.10847	0.38756	12.784	0.1838	 
35.0	1.0	0.0	8.67541	-5.6887	23.65193	48.19169	6.38328	36.37719	0.38756	11.867	0.1834	 
30.0	1.0	0.0	8.6785	-5.72219	23.60993	48.35497	6.51055	36.64256	0.38756	10.953	0.1828	 
25.0	1.0	0.0	8.68157	-5.75557	 	48.52205	6.6426	36.90456	0.38756	10.041	 	 
